date,description,amount,type,category,accountId
2020-12-18,0.0061ISHARES CORE S&P SMALL CAP ETFREIN @ 91.9888 REC 12/15/20 PAY 12/18/20,,InvestmentTransaction,,63310740_7876057
2020-12-18,0.0227ISHARES CORE S&P TOTAL U S STOCK MARKET ETF REIN @ 85.4580 REC 12/15/20 PAY 12/18/20,,InvestmentTransaction,,63310740_7876057
2020-12-18,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 12/18/20,,CashAndCreditTransaction,,63310740_3389445
2020-12-18,TACO PARTY LLC gosq.com MA 24692160352100009794667,,CashAndCreditTransaction,,63310740_3389445
2020-12-17,J H ENTERPRISE N,,InvestmentTransaction,,63310740_7550884
2020-12-17,AF EUROPAC GROWTH R6,,InvestmentTransaction,,63310740_7550884
2020-12-17,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 12/16,,CashAndCreditTransaction,,63310740_3389446
2020-12-16,Pending,,LoanTransaction,,63310740_7550886
2020-12-16,CASH CONTRIBUTION CURRENT YEAR (Cash),,InvestmentTransaction,,63310740_8578901
2020-12-16,CASH CONTRIBUTION CURRENT YEAR (Cash),,InvestmentTransaction,,63310740_8578901
2020-12-16,TUFTS MARKET SOMERVILLE MA 24767250351000000807445,,CashAndCreditTransaction,,63310740_3389445
2020-12-16,GREAT LAKES     ,,CashAndCreditTransaction,,63310740_3389445
2020-12-16,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 12/16/20,,CashAndCreditTransaction,,63310740_3389445
2020-12-16,FID BKG SVC LLC ,,CashAndCreditTransaction,,63310740_3389445
2020-12-16,FID BKG SVC LLC ,,CashAndCreditTransaction,,63310740_3389445
2020-12-15,INVS EM ALL CAP R6,,InvestmentTransaction,,63310740_7550884
2020-12-15,YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER MORGAN STANLEY GROWTH PORTFOLIO A (MSEGX) (Cash),,InvestmentTransaction,,63310740_8578901
2020-12-15,YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER FIDELITY SELECT SEMICONDUCTORS PORT (FSELX) (Cash),,InvestmentTransaction,,63310740_8578901
2020-12-15,YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER FEDERATED HERMES INTL SM MID CO CL A (ISCAX) (Cash),,InvestmentTransaction,,63310740_8578901
2020-12-15,YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER CLEARBRIDGE SELECT FUND CL A (LCLAX) (Cash),,InvestmentTransaction,,63310740_8578901
2020-12-15,YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER FIDELITY EMERGING ASIA FUND (FSEAX) (Cash),,InvestmentTransaction,,63310740_8578901
2020-12-15,YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER MORGAN STANLEY DISCOVERY PORT CL A (MACGX) (Cash),,InvestmentTransaction,,63310740_8578901
2020-12-15,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-12-15,Automatic Transfer to SAV 0277 Confirmation# 1505852406,,CashAndCreditTransaction,,63310740_3389445
2020-12-15,Automatic Transfer from CHK 1163 Confirmation# 1505852406,,CashAndCreditTransaction,,63310740_3389446
2020-12-15,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 12/14,,CashAndCreditTransaction,,63310740_3389446
2020-12-14,J H ENTERPRISE N,,InvestmentTransaction,,63310740_7550884
2020-12-14,INVS EM ALL CAP R6,,InvestmentTransaction,,63310740_7550884
2020-12-14,PIONEER FNDML GRTH K,,InvestmentTransaction,,63310740_7550884
2020-12-14,INVESCO DIVRS DIV R6,,InvestmentTransaction,,63310740_7550884
2020-12-14,FID SM CAP IDX,,InvestmentTransaction,,63310740_7550884
2020-12-14,TRP QM US SMCP GR I,,InvestmentTransaction,,63310740_7550884
2020-12-14,FID MID CAP IDX,,InvestmentTransaction,,63310740_7550884
2020-12-14,AF EUROPAC GROWTH R6,,InvestmentTransaction,,63310740_7550884
2020-12-14,TRP QM US SMCP GR I,,InvestmentTransaction,,63310740_7550884
2020-12-14,FID 500 INDEX,,InvestmentTransaction,,63310740_7550884
2020-12-14,FID INTL INDEX,,InvestmentTransaction,,63310740_7550884
2020-12-14,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 12/14/20,,CashAndCreditTransaction,,63310740_3389445
2020-12-14,True Grounds,,CashAndCreditTransaction,,63310740_3389445
2020-12-14,Bfresh,,CashAndCreditTransaction,,63310740_3389445
2020-12-14,BALL SQUARE FINE WINES SOMERVILLE MA 24767900346929001678983,,CashAndCreditTransaction,,63310740_3389445
2020-12-14,Cambridge Naturals,,CashAndCreditTransaction,,63310740_3389445
2020-12-14,Media Works Inc,,CashAndCreditTransaction,,63310740_3389445
2020-12-14,YOSHIS JAPANFOOD YOSHIS.NET CA 24492150347745743290876,,CashAndCreditTransaction,,63310740_3389445
2020-12-11,INVESCO DIVRS DIV R6,,InvestmentTransaction,,63310740_7550884
2020-12-11,FID INTL INDEX,,InvestmentTransaction,,63310740_7550884
2020-12-11,FID 500 INDEX,,InvestmentTransaction,,63310740_7550884
2020-12-11,FID SM CAP IDX,,InvestmentTransaction,,63310740_7550884
2020-12-11,"EDISON ENERGY DES:DIRECT DEP ID:XXXXX7656976EBH INDN:MURPHY,JOHN J CO ID: PPD",,CashAndCreditTransaction,,63310740_3389445
2020-12-11,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 12/10,,CashAndCreditTransaction,,63310740_3389446
2020-12-10,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 12/09,,CashAndCreditTransaction,,63310740_3389446
2020-12-10,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 12/10/20,,CashAndCreditTransaction,,63310740_3389445
2020-12-10,Amazon,,CashAndCreditTransaction,,63310740_3389445
2020-12-09,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 12/08,,CashAndCreditTransaction,,63310740_3389446
2020-12-09,Pemberton Farms Inc,,CashAndCreditTransaction,,63310740_3389445
2020-12-09,True Grounds,,CashAndCreditTransaction,,63310740_3389445
2020-12-09,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 12/09/20,,CashAndCreditTransaction,,63310740_3389445
2020-12-08,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 12/07,,CashAndCreditTransaction,,63310740_3389446
2020-12-08,Bank of America Credit Card Bill Payment,,CashAndCreditTransaction,,63310740_3389445
2020-12-08,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-12-08,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 12/08/20,,CashAndCreditTransaction,,63310740_3389445
2020-12-08,Bfresh,,CashAndCreditTransaction,,63310740_3389445
2020-12-08,TST* MANOA POKE SHOP 617-945-0142 MA 24137460342500555675287,,CashAndCreditTransaction,,63310740_3389445
2020-12-08,Taco Party LLC,,CashAndCreditTransaction,,63310740_3389445
2020-12-08,PAYMENT - THANK YOU,,CashAndCreditTransaction,,63310740_7664647
2020-12-07,True Grounds,,CashAndCreditTransaction,,63310740_3389445
2020-12-07,Wine & Spirits,,CashAndCreditTransaction,,63310740_3389445
2020-12-07,TACO PARTY LLC gosq.com MA 24692160339100694212965,,CashAndCreditTransaction,,63310740_3389445
2020-12-07,BALL SQUARE FINE WINES SOMERVILLE MA 24767900341898401389837,,CashAndCreditTransaction,,63310740_3389445
2020-12-07,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 12/07/20,,CashAndCreditTransaction,,63310740_3389445
2020-12-07,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-12-07,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-12-04,BALL SQUARE FINE WINES SOMERVILLE MA 24767900338888201379174,,CashAndCreditTransaction,,63310740_3389445
2020-12-04,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 12/03,,CashAndCreditTransaction,,63310740_3389446
2020-12-03,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-12-03,Spotify,,CashAndCreditTransaction,,63310740_3389445
2020-12-03,ACTBLUE*intercept actbluecc.comMA 24906410337108541906229,,CashAndCreditTransaction,,63310740_3389445
2020-12-03,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 12/03/20,,CashAndCreditTransaction,,63310740_3389445
2020-12-03,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-12-03,Check 1315 1315,,CashAndCreditTransaction,,63310740_3389445
2020-12-03,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 12/02,,CashAndCreditTransaction,,63310740_3389446
2020-12-02,Amazon,,CashAndCreditTransaction,,63310740_3389445
2020-12-02,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 12/02/20,,CashAndCreditTransaction,,63310740_3389445
2020-12-01,AF EUROPAC GROWTH R6,,InvestmentTransaction,,63310740_7550884
2020-12-01,J H ENTERPRISE N,,InvestmentTransaction,,63310740_7550884
2020-12-01,FID INTL INDEX,,InvestmentTransaction,,63310740_7550884
2020-12-01,FID MID CAP IDX,,InvestmentTransaction,,63310740_7550884
2020-12-01,FID 500 INDEX,,InvestmentTransaction,,63310740_7550884
2020-12-01,INVESCO DIVRS DIV R6,,InvestmentTransaction,,63310740_7550884
2020-12-01,FID SM CAP IDX,,InvestmentTransaction,,63310740_7550884
2020-12-01,PIONEER FNDML GRTH K,,InvestmentTransaction,,63310740_7550884
2020-12-01,INVS EM ALL CAP R6,,InvestmentTransaction,,63310740_7550884
2020-12-01,TRP QM US SMCP GR I,,InvestmentTransaction,,63310740_7550884
2020-12-01,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 11/30,,CashAndCreditTransaction,,63310740_3389446
2020-11-30,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 11/30/20,,CashAndCreditTransaction,,63310740_3389445
2020-11-30,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-11-30,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-11-30,Gulf,,CashAndCreditTransaction,,63310740_3389445
2020-11-30,Apple,,CashAndCreditTransaction,,63310740_3389445
2020-11-27,"EDISON ENERGY DES:DIRECT DEP ID:XXXXX7039813EBH INDN:MURPHY,JOHN J CO ID: PPD",,CashAndCreditTransaction,,63310740_3389445
2020-11-27,BALL SQUARE FINE WINES SOMERVILLE MA 24767900330847901752815,,CashAndCreditTransaction,,63310740_3389445
2020-11-27,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 11/25,,CashAndCreditTransaction,,63310740_3389446
2020-11-25,True Grounds,,CashAndCreditTransaction,,63310740_3389445
2020-11-25,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 11/25/20,,CashAndCreditTransaction,,63310740_3389445
2020-11-25,Amazon,,CashAndCreditTransaction,,63310740_3389445
2020-11-25,Pemberton Farms Inc,,CashAndCreditTransaction,,63310740_3389445
2020-11-24,PIONEER FNDML GRTH K,,InvestmentTransaction,,63310740_7550884
2020-11-24,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 11/23,,CashAndCreditTransaction,,63310740_3389446
2020-11-24,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-11-24,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-11-23,BALL SQUARE FINE WINES SOMERVILLE MA 24767900325822601744195,,CashAndCreditTransaction,,63310740_3389445
2020-11-23,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-11-23,Neighborhood Produce,,CashAndCreditTransaction,,63310740_3389445
2020-11-23,True Grounds,,CashAndCreditTransaction,,63310740_3389445
2020-11-23,Cambridge Naturals,,CashAndCreditTransaction,,63310740_3389445
2020-11-23,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-11-23,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-11-23,Bfresh,,CashAndCreditTransaction,,63310740_3389445
2020-11-23,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 11/23/20,,CashAndCreditTransaction,,63310740_3389445
2020-11-23,True Grounds,,CashAndCreditTransaction,,63310740_7664647
2020-11-23,TURO INC.* TRIP NOV 27 HTTPSTURO.COMCA,,CashAndCreditTransaction,,63310740_7664647
2020-11-20,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 11/19,,CashAndCreditTransaction,,63310740_3389446
2020-11-19,TUFTS MARKET SOMERVILLE MA 24767250324000000823495,,CashAndCreditTransaction,,63310740_3389445
2020-11-19,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 11/19/20,,CashAndCreditTransaction,,63310740_3389445
2020-11-18,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 11/17,,CashAndCreditTransaction,,63310740_3389446
2020-11-18,Interest Earned,,CashAndCreditTransaction,,63310740_3389446
2020-11-17,TRP QM US SMCP GR I,,InvestmentTransaction,,63310740_7550884
2020-11-17,FID 500 INDEX,,InvestmentTransaction,,63310740_7550884
2020-11-17,AF EUROPAC GROWTH R6,,InvestmentTransaction,,63310740_7550884
2020-11-17,FID INTL INDEX,,InvestmentTransaction,,63310740_7550884
2020-11-17,INVESCO DIVRS DIV R6,,InvestmentTransaction,,63310740_7550884
2020-11-17,INVS EM ALL CAP R6,,InvestmentTransaction,,63310740_7550884
2020-11-17,J H ENTERPRISE N,,InvestmentTransaction,,63310740_7550884
2020-11-17,FID MID CAP IDX,,InvestmentTransaction,,63310740_7550884
2020-11-17,FID SM CAP IDX,,InvestmentTransaction,,63310740_7550884
2020-11-17,PIONEER FNDML GRTH K,,InvestmentTransaction,,63310740_7550884
2020-11-17,Pemberton Farms Inc,,CashAndCreditTransaction,,63310740_3389445
2020-11-17,Neighborhood Produc Somerville,,CashAndCreditTransaction,,63310740_3389445
2020-11-17,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 11/17/20,,CashAndCreditTransaction,,63310740_3389445
2020-11-17,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-11-17,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-11-17,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-11-17,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 11/16,,CashAndCreditTransaction,,63310740_3389446
2020-11-16,Pending,,LoanTransaction,,63310740_7550886
2020-11-16,Media Works Inc,,CashAndCreditTransaction,,63310740_3389445
2020-11-16,GREAT LAKES     ,,CashAndCreditTransaction,,63310740_3389445
2020-11-16,True Grounds,,CashAndCreditTransaction,,63310740_3389445
2020-11-16,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 11/16/20,,CashAndCreditTransaction,,63310740_3389445
2020-11-16,Neighborhood Produce,,CashAndCreditTransaction,,63310740_3389445
2020-11-13,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 11/12,,CashAndCreditTransaction,,63310740_3389446
2020-11-13,Automatic Transfer from CHK 1163 Confirmation# 1497198051,,CashAndCreditTransaction,,63310740_3389446
2020-11-13,"EDISON ENERGY DES:DIRECT DEP ID:XXXXX3708397EBH INDN:MURPHY,JOHN J CO ID: PPD",,CashAndCreditTransaction,,63310740_3389445
2020-11-13,Automatic Transfer to SAV 0277 Confirmation# 1497198051,,CashAndCreditTransaction,,63310740_3389445
2020-11-12,True Grounds,,CashAndCreditTransaction,,63310740_3389445
2020-11-12,Bfresh,,CashAndCreditTransaction,,63310740_3389445
2020-11-12,1028 CAFFE NERO PORTER CAMBRIDGE MA 24755420316123163037191,,CashAndCreditTransaction,,63310740_3389445
2020-11-12,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 11/12/20,,CashAndCreditTransaction,,63310740_3389445
2020-11-12,Pemberton Farms Inc,,CashAndCreditTransaction,,63310740_3389445
2020-11-10,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-11-10,SOFTUBE LINKOPING 74657360315000253540040 INTERNATIONAL TRANSACTION FEE,,CashAndCreditTransaction,,63310740_3389445
2020-11-10,SOFTUBE LINKOPING 74657360315000253540040,,CashAndCreditTransaction,,63310740_3389445
2020-11-10,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 11/09,,CashAndCreditTransaction,,63310740_3389446
2020-11-09,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 11/06,,CashAndCreditTransaction,,63310740_3389446
2020-11-09,True Grounds,,CashAndCreditTransaction,,63310740_3389445
2020-11-09,TACO PARTY LLC gosq.com MA 24692160312100571914601,,CashAndCreditTransaction,,63310740_3389445
2020-11-09,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 11/09/20,,CashAndCreditTransaction,,63310740_3389445
2020-11-09,Bfresh,,CashAndCreditTransaction,,63310740_3389445
2020-11-09,Mint Indian Eatery,,CashAndCreditTransaction,,63310740_3389445
2020-11-06,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 11/05,,CashAndCreditTransaction,,63310740_3389446
2020-11-06,Cambridge Naturals,,CashAndCreditTransaction,,63310740_3389445
2020-11-06,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 11/06/20,,CashAndCreditTransaction,,63310740_3389445
2020-11-06,CHANGE.ORG CHANGE.ORG CA 24492150311637323405614,,CashAndCreditTransaction,,63310740_3389445
2020-11-06,GoFndMe* Medical Bills Redwood City CA 24204290311000037087447,,CashAndCreditTransaction,,63310740_3389445
2020-11-06,Honeycomb Creamery,,CashAndCreditTransaction,,63310740_3389445
2020-11-06,True Grounds,,CashAndCreditTransaction,,63310740_3389445
2020-11-06,Check 1314 1314,,CashAndCreditTransaction,,63310740_3389445
2020-11-05,Amazon,,CashAndCreditTransaction,,63310740_3389445
2020-11-05,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 11/05/20,,CashAndCreditTransaction,,63310740_3389445
2020-11-04,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 11/03,,CashAndCreditTransaction,,63310740_3389446
2020-11-04,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-11-03,TRP QM US SMCP GR I,,InvestmentTransaction,,63310740_7550884
2020-11-03,FID 500 INDEX,,InvestmentTransaction,,63310740_7550884
2020-11-03,INVESCO DIVRS DIV R6,,InvestmentTransaction,,63310740_7550884
2020-11-03,AF EUROPAC GROWTH R6,,InvestmentTransaction,,63310740_7550884
2020-11-03,FID MID CAP IDX,,InvestmentTransaction,,63310740_7550884
2020-11-03,INVS EM ALL CAP R6,,InvestmentTransaction,,63310740_7550884
2020-11-03,FID SM CAP IDX,,InvestmentTransaction,,63310740_7550884
2020-11-03,PIONEER FNDML GRTH K,,InvestmentTransaction,,63310740_7550884
2020-11-03,FID INTL INDEX,,InvestmentTransaction,,63310740_7550884
2020-11-03,J H ENTERPRISE N,,InvestmentTransaction,,63310740_7550884
2020-11-03,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 11/02,,CashAndCreditTransaction,,63310740_3389446
2020-11-03,Spotify,,CashAndCreditTransaction,,63310740_3389445
2020-11-03,Cambridge Naturals,,CashAndCreditTransaction,,63310740_3389445
2020-11-03,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 11/03/20,,CashAndCreditTransaction,,63310740_3389445
2020-11-03,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-11-02,True Grounds,,CashAndCreditTransaction,,63310740_3389445
2020-11-02,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-11-02,LOS AMIGOS TAQUERIA Somerville MA 24692160306100348056304,,CashAndCreditTransaction,,63310740_3389445
2020-11-02,Lyft,,CashAndCreditTransaction,,63310740_3389445
2020-11-02,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-11-02,Apple,,CashAndCreditTransaction,,63310740_3389445
2020-11-02,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 11/02/20,,CashAndCreditTransaction,,63310740_3389445
2020-11-02,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-11-02,Bfresh,,CashAndCreditTransaction,,63310740_3389445
2020-10-30,"EDISON ENERGY DES:DIRECT DEP ID:XXXXX6687208EBH INDN:MURPHY,JOHN J CO ID: PPD",,CashAndCreditTransaction,,63310740_3389445
2020-10-30,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 10/29,,CashAndCreditTransaction,,63310740_3389446
2020-10-29,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 10/28,,CashAndCreditTransaction,,63310740_3389446
2020-10-29,Amazon,,CashAndCreditTransaction,,63310740_3389445
2020-10-29,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 10/29/20,,CashAndCreditTransaction,,63310740_3389445
2020-10-28,Management Fee,,InvestmentTransaction,,63310740_7876057
2020-10-28,Apple,,CashAndCreditTransaction,,63310740_3389445
2020-10-28,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 10/28/20,,CashAndCreditTransaction,,63310740_3389445
2020-10-28,BALL SQUARE FINE WINES SOMERVILLE MA 24767900301695501464538,,CashAndCreditTransaction,,63310740_3389445
2020-10-28,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 10/27,,CashAndCreditTransaction,,63310740_3389446
2020-10-27,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 10/27/20,,CashAndCreditTransaction,,63310740_3389445
2020-10-27,Bfresh,,CashAndCreditTransaction,,63310740_3389445
2020-10-27,TST* AVENUE KITCHEN + B 617-594-5807 MA 24137460300500563774304,,CashAndCreditTransaction,,63310740_3389445
2020-10-27,Revival,,CashAndCreditTransaction,,63310740_3389445
2020-10-27,CVS,,CashAndCreditTransaction,,63310740_3389445
2020-10-27,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-10-27,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 10/26,,CashAndCreditTransaction,,63310740_3389446
2020-10-26,FID INTL INDEX,,InvestmentTransaction,,63310740_7550884
2020-10-26,PIONEER FNDML GRTH K,,InvestmentTransaction,,63310740_7550884
2020-10-26,FID SM CAP IDX,,InvestmentTransaction,,63310740_7550884
2020-10-26,INVS EM ALL CAP R6,,InvestmentTransaction,,63310740_7550884
2020-10-26,J H ENTERPRISE N,,InvestmentTransaction,,63310740_7550884
2020-10-26,TRP QM US SMCP GR I,,InvestmentTransaction,,63310740_7550884
2020-10-26,FID 500 INDEX,,InvestmentTransaction,,63310740_7550884
2020-10-26,FID MID CAP IDX,,InvestmentTransaction,,63310740_7550884
2020-10-26,INVESCO DIVRS DIV R6,,InvestmentTransaction,,63310740_7550884
2020-10-26,AF EUROPAC GROWTH R6,,InvestmentTransaction,,63310740_7550884
2020-10-26,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 10/23,,CashAndCreditTransaction,,63310740_3389446
2020-10-26,True Grounds,,CashAndCreditTransaction,,63310740_3389445
2020-10-26,SOFTUBE LINKOPING 74657360300001735920039,,CashAndCreditTransaction,,63310740_3389445
2020-10-26,SOFTUBE LINKOPING 74657360300001735920039 INTERNATIONAL TRANSACTION FEE,,CashAndCreditTransaction,,63310740_3389445
2020-10-26,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 10/26/20,,CashAndCreditTransaction,,63310740_3389445
2020-10-26,Bfresh,,CashAndCreditTransaction,,63310740_3389445
2020-10-26,BALL SQUARE FINE WINES SOMERVILLE MA 24767900297674501616211,,CashAndCreditTransaction,,63310740_3389445
2020-10-26,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-10-23,FID 500 INDEX,,InvestmentTransaction,,63310740_7550884
2020-10-23,INVESCO DIVRS DIV R6,,InvestmentTransaction,,63310740_7550884
2020-10-23,TRP QM US SMCP GR I,,InvestmentTransaction,,63310740_7550884
2020-10-23,J H ENTERPRISE N,,InvestmentTransaction,,63310740_7550884
2020-10-23,INVS EM ALL CAP R6,,InvestmentTransaction,,63310740_7550884
2020-10-23,FID MID CAP IDX,,InvestmentTransaction,,63310740_7550884
2020-10-23,FID INTL INDEX,,InvestmentTransaction,,63310740_7550884
2020-10-23,FID SM CAP IDX,,InvestmentTransaction,,63310740_7550884
2020-10-23,PIONEER FNDML GRTH K,,InvestmentTransaction,,63310740_7550884
2020-10-23,AF EUROPAC GROWTH R6,,InvestmentTransaction,,63310740_7550884
2020-10-23,True Grounds,,CashAndCreditTransaction,,63310740_3389445
2020-10-23,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 10/23/20,,CashAndCreditTransaction,,63310740_3389445
2020-10-23,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 10/22,,CashAndCreditTransaction,,63310740_3389446
2020-10-22,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 10/21,,CashAndCreditTransaction,,63310740_3389446
2020-10-22,TUFTS MARKET SOMERVILLE MA 24767250296000000843174,,CashAndCreditTransaction,,63310740_3389445
2020-10-22,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 10/22/20,,CashAndCreditTransaction,,63310740_3389445
2020-10-22,Wine & Spirits,,CashAndCreditTransaction,,63310740_3389445
2020-10-22,Bfresh,,CashAndCreditTransaction,,63310740_3389445
2020-10-21,Interest Earned,,CashAndCreditTransaction,,63310740_3389446
2020-10-21,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 10/21/20,,CashAndCreditTransaction,,63310740_3389445
2020-10-21,ROBBINS CIGAR 10/21 #000192504 PURCHASE ROBBINS CIGAR SOMERVILLE MA,,CashAndCreditTransaction,,63310740_3389445
2020-10-20,FID MID CAP IDX,,InvestmentTransaction,,63310740_7550884
2020-10-20,FID INTL INDEX,,InvestmentTransaction,,63310740_7550884
2020-10-20,INVESCO DIVRS DIV R6,,InvestmentTransaction,,63310740_7550884
2020-10-20,FID 500 INDEX,,InvestmentTransaction,,63310740_7550884
2020-10-20,FID SM CAP IDX,,InvestmentTransaction,,63310740_7550884
2020-10-20,INVS EM ALL CAP R6,,InvestmentTransaction,,63310740_7550884
2020-10-20,PIONEER FNDML GRTH K,,InvestmentTransaction,,63310740_7550884
2020-10-20,TRP QM US SMCP GR I,,InvestmentTransaction,,63310740_7550884
2020-10-20,J H ENTERPRISE N,,InvestmentTransaction,,63310740_7550884
2020-10-20,AF EUROPAC GROWTH R6,,InvestmentTransaction,,63310740_7550884
2020-10-20,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 10/19,,CashAndCreditTransaction,,63310740_3389446
2020-10-20,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-10-19,Apple,,CashAndCreditTransaction,,63310740_3389445
2020-10-19,Bfresh,,CashAndCreditTransaction,,63310740_3389445
2020-10-19,True Grounds,,CashAndCreditTransaction,,63310740_3389445
2020-10-19,CVS,,CashAndCreditTransaction,,63310740_3389445
2020-10-19,Uber.com,,CashAndCreditTransaction,,63310740_3389445
2020-10-19,Venmo,,CashAndCreditTransaction,,63310740_3389445
2020-10-19,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 10/19/20,,CashAndCreditTransaction,,63310740_3389445
2020-10-16,Payment,,LoanTransaction,,63310740_7550886
2020-10-16,GREAT LAKES     ,,CashAndCreditTransaction,,63310740_3389445
2020-10-16,"EDISON ENERGY DES:DIRECT DEP ID:XXXXX5220479EBH INDN:MURPHY,JOHN J CO ID: PPD",,CashAndCreditTransaction,,63310740_3389445
2020-10-16,KEEPTHECHANGE CREDIT FROM ACCT1163 EFFECTIVE 10/15,,CashAndCreditTransaction,,63310740_3389446
2020-10-15,Pemberton Farms Inc,,CashAndCreditTransaction,,63310740_3389445
2020-10-15,KEEP THE CHANGE TRANSFER TO ACCT 0277 FOR 10/15/20,,CashAndCreditTransaction,,63310740_3389445
2020-10-15,Automatic Transfer to SAV 0277 Confirmation# 1488799914,,CashAndCreditTransaction,,63310740_3389445
2020-10-15,Bfresh,,CashAndCreditTransaction,,63310740_3389445
